WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,VolumeContinueKey.keys,VolumeContinueKey.rt,ResponseBox.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,SoundFiles,Type,participant,session,date,expName,psychopyVersion,OS,frameRate
space,0.449755,space,0.537885,,0,0,0,94,1,Initial/Repeat/IceDrop.wav,Extra,,001,2021-01-05_00h37.18.699,GuessTheSound,2020.2.10,Win32,60
,,,,,0,1,1,36,1,Initial/NoRepeat/Sax_A.wav,NoRepeat,,001,2021-01-05_00h37.18.699,GuessTheSound,2020.2.10,Win32,60
,,,,,0,2,2,48,1,Initial/Repeat/Howl.wav,Repeat,,001,2021-01-05_00h37.18.699,GuessTheSound,2020.2.10,Win32,60
,,,,,0,3,3,27,1,Initial/NoRepeat/Faucet_A.wav,NoRepeat,,001,2021-01-05_00h37.18.699,GuessTheSound,2020.2.10,Win32,60
,,,,,0,4,4,31,1,Initial/NoRepeat/Hammer_A.wav,NoRepeat,,001,2021-01-05_00h37.18.699,GuessTheSound,2020.2.10,Win32,60
,,,,,0,5,5,61,1,Test/Foils/Axe.wav,New,,001,2021-01-05_00h37.18.699,GuessTheSound,2020.2.10,Win32,60
,,,,,0,6,6,75,1,Test/Foils/Robot.wav,New,,001,2021-01-05_00h37.18.699,GuessTheSound,2020.2.10,Win32,60
,,,,,0,7,7,20,1,Initial/NoRepeat/Baby_B.wav,NoRepeat,,001,2021-01-05_00h37.18.699,GuessTheSound,2020.2.10,Win32,60
,,,,,0,8,8,46,1,Initial/Repeat/Drum_B.wav,Repeat,,001,2021-01-05_00h37.18.699,GuessTheSound,2020.2.10,Win32,60
,,,,,0,9,9,57,1,Initial/Repeat/Stir.wav,Repeat,,001,2021-01-05_00h37.18.699,GuessTheSound,2020.2.10,Win32,60
