WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,VolumeContinueKey.keys,VolumeContinueKey.rt,ResponseBox.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,SoundFiles,Type,participant,session,date,expName,psychopyVersion,OS,frameRate,ExitKey.keys,ExitKey.rt
space,10.70041,space,3.50132,Pouring water into a glass,0,0,0,49,1,Initial/Repeat/Pour.wav,Repeat,5fee41072178d111eecbce26,001,2021-01-05_00h47.25.838,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,someone playing a pipe bag,0,1,1,42,1,Initial/Repeat/Bagpipe.wav,Repeat,5fee41072178d111eecbce26,001,2021-01-05_00h47.25.838,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,An alarm clock going off,0,2,2,6,1,Initial/Doubled/Cuckoo_A.wav,Doubled,5fee41072178d111eecbce26,001,2021-01-05_00h47.25.838,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,Tape being peeled off,0,3,3,78,1,Test/Foils/Cards.wav,New,5fee41072178d111eecbce26,001,2021-01-05_00h47.25.838,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,Fly buzzing around head,0,4,4,32,1,Initial/NoRepeat/Mosquito_B.wav,NoRepeat,5fee41072178d111eecbce26,001,2021-01-05_00h47.25.838,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,A wolf Howling ,0,5,5,48,1,Initial/Repeat/Howl.wav,Repeat,5fee41072178d111eecbce26,001,2021-01-05_00h47.25.838,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,Rubbing your feet on a mat,0,6,6,64,1,Test/Foils/Brushing.wav,New,5fee41072178d111eecbce26,001,2021-01-05_00h47.25.838,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,Writing on a chalkboard,0,7,7,99,1,Initial/Doubled/Writing_A.wav,Extra,5fee41072178d111eecbce26,001,2021-01-05_00h47.25.838,GuessTheSound,2020.2.10,MacIntel,60,,
,,,, a horse neighing,0,8,8,72,1,Test/Foils/Horse.wav,New,5fee41072178d111eecbce26,001,2021-01-05_00h47.25.838,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,Hey baby making noise,0,9,9,20,1,Initial/NoRepeat/Baby_B.wav,NoRepeat,5fee41072178d111eecbce26,001,2021-01-05_00h47.25.838,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,An owl making noise,0,10,10,16,1,Initial/Doubled/Owl_A.wav,Doubled,5fee41072178d111eecbce26,001,2021-01-05_00h47.25.838,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,Someone ringing jingle bells,0,11,11,37,1,Initial/NoRepeat/Sleighbells_B.wav,NoRepeat,5fee41072178d111eecbce26,001,2021-01-05_00h47.25.838,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,Someone hitting a drum,0,12,12,45,1,Initial/Repeat/Cymbal_A.wav,Repeat,5fee41072178d111eecbce26,001,2021-01-05_00h47.25.838,GuessTheSound,2020.2.10,MacIntel,60,,
