VolumeContinueKey.keys,VolumeContinueKey.rt,ContinueResp.keys,ContinueResp.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFiles3,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
space,1.466,space,0.93257,space,0.345065,2,0,2.085195,0,0,0,0,1,Practice/Seagull_A.wav,3,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,2,0,3.64802,0,1,1,1,1,Practice/Skid_B.wav,3,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,2,0,0.36514,0,2,2,2,1,Practice/Seagull_A.wav,1,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,2,0,0.30186,0,3,3,3,1,Practice/Gargle_A.wav,3,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,2,1,0.2328,0,4,4,4,1,Practice/Gargle_B.wav,2,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,,,,,,,,,Initial/Doubled/Coin_A.wav,3,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,space,0.89662,2,0,0.86065,0,0,0,0,1,,
,,,,,,,,,,,,,,Initial/Repeat/ManWhistle.wav,3,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,2,0,0.3599,0,1,1,1,1,,
,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,3,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,2,0,0.3504,0,2,2,2,1,,
,,,,,,,,,,,,,,Initial/Doubled/Piano_A.wav,3,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,2,0,0.237365,0,3,3,3,1,,
,,,,,,,,,,,,,,Initial/Doubled/Siren_A.wav,3,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,2,0,0.323455,0,4,4,4,1,,
,,,,,,,,,,,,,,Test/Foils/Bird.wav,3,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,2,0,0.31728,0,5,5,5,1,,
,,,,,,,,,,,,,,Initial/Doubled/Cat_A.wav,3,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,2,0,0.57848,0,6,6,6,1,,
,,,,,,,,,,,,,,Initial/NoRepeat/Baby_B.wav,3,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,2,0,0.350055,0,7,7,7,1,,
,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,3,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,2,0,0.38848,0,8,8,8,1,,
,,,,,,,,,,,,,,Piano_D.wav,2,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,2,1,0.333755,0,9,9,9,1,,
,,,,,,,,,,,,,,Initial/Repeat/Phone_A.wav,3,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,2,0,0.33352,0,10,10,10,1,,
,,,,,,,,,,,,,,Test/Foils/Typing.wav,3,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,2,0,0.317215,0,11,11,11,1,,
,,,,,,,,,,,,,,Initial/Repeat/Pour.wav,3,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,2,0,0.251055,0,12,12,12,1,,
,,,,,,,,,,,,,,Initial/Doubled/HairDryer_A.wav,3,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,2,0,0.367135,0,13,13,13,1,,
,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,1,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,2,0,0.30545,0,14,14,14,1,,
,,,,,,,,,,,,,,Initial/Doubled/Chime_A.wav,3,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,2,0,0.252375,0,15,15,15,1,,
,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,3,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,2,0,0.28423,0,16,16,16,1,,
,,,,,,,,,,,,,,Baby_A.wav,2,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,2,1,0.30322,0,17,17,17,1,,
,,,,,,,,,,,,,,Test/Foils/DialTone.wav,3,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.48841,0,18,18,18,1,,
,,,,,,,,,,,,,,Siren_B.wav,2,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,2,1,0.30073,0,19,19,19,1,,
,,,,,,,,,,,,,,Test/Foils/PaperRip.wav,3,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,2,0,0.40017,0,20,20,20,1,,
,,,,,,,,,,,,,,Bird_C.wav,2,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,2,1,0.43442,0,21,21,21,1,,
,,,,,,,,,,,,,,Pour_D.wav,2,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,2,1,0.42132,0,22,22,22,1,,
,,,,,,,,,,,,,,Test/Foils/Camera.wav,3,5f22b9e2ab7345037a93fe6c,001,2021-01-17_19h36.04.259,GuessTheSound,2020.2.10,Win32,60,,,2,0,0.586525,0,23,23,23,1,,
