InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,WelcomeTxt1.started,WelcomeTxt1.stopped,ContinueKey1.started,ContinueKey1.stopped,ContinueResp.keys,ContinueResp.rt,ContinueResp.started,ContinueResp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.760564900003374,None,10.760564900003374,None,22.637819499941543,None,22.637819499941543,None,space,30.99937569978647,22.637819499941543,None,,001,2021_Jan_05_1311,GuessTheSound,2020.2.10,59.932958970010866,
