VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFile5,Type,StartTast.keys,StartTast.rt,key_resp.keys,key_resp.corr,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Piano_A.wav,NEW,,,2,1,0.582535,0,5,5,5,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cat_A.wav,NEW,,,2,1,0.36987,0,6,6,6,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Clap_A.wav,OLD,,,2,0,2.59226,0,7,7,7,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,NEW,,,2,1,0.324455,0,8,8,8,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Footsteps_B.wav,NEW,,,2,1,0.33387,0,9,9,9,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,CarStart_D.wav,SIMILAR,,,2,1,0.390255,0,10,10,10,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Whistle_A.wav,NEW,,,2,1,0.3743,0,11,11,11,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,OLD,,,1,1,0.652895,0,12,12,12,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Chomp_B.wav,SIMILAR,,,2,1,1.78181,0,13,13,13,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Piano_B.wav,SIMILAR,,,2,1,1.00391,0,14,14,14,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,OLD,,,1,1,0.652335,0,15,15,15,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,OLD,,,1,1,0.444685,0,16,16,16,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Whistle_B.wav,SIMILAR,,,2,1,0.60091,0,17,17,17,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cat_A.wav,OLD,,,1,1,0.388715,0,18,18,18,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Footsteps_B.wav,OLD,,,1,1,0.43681,0,19,19,19,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,CarStart_B.wav,SIMILAR,,,2,1,0.3196,0,20,20,20,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,OLD,,,1,1,0.552155,0,21,21,21,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Clap_A.wav,OLD,,,1,1,0.31681,0,22,22,22,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Chomp_C.wav,SIMILAR,,,2,1,0.31517,0,23,23,23,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Sneeze_B.wav,NEW,,,2,1,0.45703,0,24,24,24,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,OLD,,,1,1,0.349205,0,25,25,25,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Helicopter_A.wav,NEW,,,2,1,0.29949,0,26,26,26,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Piano_C.wav,SIMILAR,,,2,1,0.72429,0,27,27,27,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,OLD,,,1,1,0.367805,0,28,28,28,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Snore_B.wav,NEW,,,2,1,0.333785,0,29,29,29,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cat_A.wav,OLD,,,1,1,0.36802,0,30,30,30,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Laugh_A.wav,NEW,,,2,1,0.32786,0,31,31,31,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Footsteps_B.wav,OLD,,,1,1,0.30436,0,32,32,32,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Whistle_C.wav,SIMILAR,,,2,1,0.43589,0,33,33,33,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Pour.wav,NEW,,,2,1,0.32225,0,34,34,34,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,NEW,,,2,1,0.284715,0,35,35,35,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Sneeze_B.wav,OLD,,,1,1,0.5567,0,36,36,36,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Camera.wav,NEW,,,2,1,0.4998,0,37,37,37,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Helicopter_A.wav,OLD,,,1,1,0.286805,0,38,38,38,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Snore_B.wav,OLD,,,1,1,0.392655,0,39,39,39,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/ManWhistle.wav,NEW,,,2,1,0.73531,0,40,40,40,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Laugh_C.wav,SIMILAR,,,2,1,0.654435,0,41,41,41,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Pour_D.wav,SIMILAR,,,2,1,1.734465,0,42,42,42,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Howl.wav,NEW,,,2,1,0.09811,0,43,43,43,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/PaperRip.wav,NEW,,,2,1,1.38504,0,44,44,44,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,OLD,,,1,1,0.03355,0,45,45,45,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Laugh_D.wav,SIMILAR,,,2,1,3.78962,0,46,46,46,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Camera.wav,OLD,,,1,1,0.434085,0,47,47,47,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Snore_B.wav,OLD,,,1,1,0.38757,0,48,48,48,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,ManWhistle_C.wav,SIMILAR,,,2,1,0.449785,0,49,49,49,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Sneeze_B.wav,OLD,,,1,1,0.32112,0,50,50,50,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Howl.wav,OLD,,,1,1,0.27093,0,51,51,51,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Helicopter_A.wav,OLD,,,1,1,0.315195,0,52,52,52,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,OLD,,,1,1,2.900995,0,53,53,53,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Pour_C.wav,SIMILAR,,,1,0,1.467305,0,54,54,54,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Airplane_B.wav,NEW,,,2,1,2.05158,0,55,55,55,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/PaperRip.wav,OLD,,,1,1,1.005375,0,56,56,56,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bird.wav,NEW,,,2,1,2.103445,0,57,57,57,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,NEW,,,2,1,0.768485,0,58,58,58,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Camera.wav,OLD,,,1,1,0.33408,0,59,59,59,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,ManWhistle_D.wav,SIMILAR,,,2,1,0.787025,0,60,60,60,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Howl.wav,OLD,,,1,1,0.25955,0,61,61,61,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Dog_A.wav,NEW,,,2,1,0.304685,0,62,62,62,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,NEW,,,2,1,1.36625,0,63,63,63,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/PaperRip.wav,OLD,,,1,1,0.4523,0,64,64,64,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Airplane_B.wav,OLD,,,2,0,0.38454,0,65,65,65,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Droplet_B.wav,NEW,,,2,1,0.303095,0,66,66,66,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Bird_C.wav,SIMILAR,,,1,0,0.3825,0,67,67,67,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,OLD,,,1,1,0.319155,0,68,68,68,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Bagpipe.wav,NEW,,,2,1,0.62307,0,69,69,69,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Growl_A.wav,NEW,,,2,1,0.69866,0,70,70,70,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Dog_D.wav,SIMILAR,,,2,1,0.382055,0,71,71,71,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Droplet_B.wav,OLD,,,1,1,0.348805,0,72,72,72,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Faucet_A.wav,NEW,,,2,1,0.304995,0,73,73,73,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Bird_D.wav,SIMILAR,,,1,0,0.76863,0,74,74,74,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,OLD,,,2,0,0.42408,0,75,75,75,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Airplane_B.wav,OLD,,,1,1,0.302675,0,76,76,76,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chime_A.wav,NEW,,,2,1,0.900695,0,77,77,77,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Growl_B.wav,SIMILAR,,,2,1,0.601825,0,78,78,78,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,OLD,,,1,1,0.45107,0,79,79,79,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Bagpipe.wav,OLD,,,1,1,0.35325,0,80,80,80,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Droplet_B.wav,OLD,,,1,1,1.21932,0,81,81,81,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Dog_C.wav,SIMILAR,,,1,0,1.33545,0,82,82,82,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Faucet_A.wav,OLD,,,1,1,0.702925,0,83,83,83,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,OLD,,,1,1,1.04864,0,84,84,84,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/HairDryer_A.wav,NEW,,,2,1,0.0674,0,85,85,85,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,NEW,,,2,1,0.585795,0,86,86,86,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Growl_D.wav,SIMILAR,,,1,0,0.467505,0,87,87,87,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Bubbles_A.wav,NEW,,,2,1,0.44007,0,88,88,88,1,,
,,,,,,,,,,,,,2,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Chime_B.wav,SIMILAR,,,1,0,1.243185,0,89,89,89,1,,
,,,,,,,,,,,,,1,5fd2a38cea3f500947f185ce,001,2021-02-15_01h06.27.515,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Bagpipe.wav,OLD,,,1,1,0.632075,0,90,90,90,1,,
