SoundFiles,Type,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,text.started,text.stopped,Music.started,Music.stopped,StartTxt.started,StartTxt.stopped,no3.started,no3.stopped,no2.started,no2.stopped,no1.started,no1.stopped,Question.started,Question.stopped,ResponseBox.text,ResponseBox.started,ResponseBox.stopped,SubmitClick.started,SubmitClick.stopped,Submit.started,Submit.stopped,ClickTheButton.started,ClickTheButton.stopped,SoundItem.started,SoundItem.stopped,ItemNo.started,ItemNo.stopped,ThankyouMssg.started,ThankyouMssg.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Initial/Repeat/Cicade.wav,Repeat,0,0,0,44,8.470724500002689,None,10.153798100000131,None,10.149562899998273,None,11.46663520000584,None,13.567895200001658,None,14.481577500002459,None,15.481671800007462,None,16.520899099996313,None,"

",16.520899099996313,None,0.007163049987866543,None,16.520899099996313,None,16.520899099996313,None,16.51511794999533,None,16.520899099996313,None,,,,001,2020_Dec_18_1812,GuessTheSound,2020.2.10,60.0071528511992,
Initial/Repeat/Sneeze_B.wav,Repeat,0,1,1,56,,,,,,,,,18.423783100006403,None,19.43136279999453,None,20.4313872000057,None,21.484295800008113,None,"

",21.484295800008113,None,0.0020353500149212778,None,21.484295800008113,None,21.484295800008113,None,21.464869450006518,None,21.484295800008113,None,,,,001,2020_Dec_18_1812,GuessTheSound,2020.2.10,60.0071528511992,
Initial/Repeat/Whistle_A.wav,Repeat,0,2,2,59,,,,,,,,,23.03501829999732,None,24.04787209999631,None,25.048128299997188,None,26.09750499999791,None,"

",26.09750499999791,None,0.004209350008750334,None,26.09750499999791,None,26.09750499999791,None,26.08136275000288,None,26.09750499999791,None,,,,001,2020_Dec_18_1812,GuessTheSound,2020.2.10,60.0071528511992,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.75652199999604,None,,,,,,,
