SoundFiles,Type,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,text.started,text.stopped,Music.started,Music.stopped,StartTxt.started,StartTxt.stopped,no3.started,no3.stopped,no2.started,no2.stopped,no1.started,no1.stopped,Question.started,Question.stopped,ResponseBox.text,ResponseBox.started,ResponseBox.stopped,SubmitClick.started,SubmitClick.stopped,Submit.started,Submit.stopped,ClickTheButton.started,ClickTheButton.stopped,SoundItem.started,SoundItem.stopped,ItemNo.started,ItemNo.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Initial/Repeat/ManWhistle.wav,Repeat,0,0,0,50,8.925638799992157,None,10.292644399989513,None,10.291234279997298,None,10.623645799991209,None,12.658958699990762,None,13.639902599999914,None,14.640282099993783,None,15.658833599998616,None,,15.658833599998616,None,0.0096149799937848,None,15.658833599998616,None,15.658833599998616,None,15.656550079991575,None,15.658833599998616,None,,001,2020_Dec_18_1835,GuessTheSound,2020.2.10,59.972460647569235,
,,,,,,,,,,,,,,24.856917600001907,None,25.856924099993194,None,26.856796099993517,None,,,,,,,,,,,,,,,,,,,,,,
