File,Correct,SoundFile5,Type,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,HeadphoneCheckBeing.started,HeadphoneCheckBeing.stopped,HeadphoneContinue.started,HeadphoneContinue.stopped,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,HeadphoneContinueKey.started,HeadphoneContinueKey.stopped,CheckSound.started,CheckSound.stopped,QuestionTxt.started,QuestionTxt.stopped,CheckTrial.started,CheckTrial.stopped,CrossHeadphone.started,CrossHeadphone.stopped,CheckResp.keys,CheckResp.corr,CheckResp.rt,CheckResp.started,CheckResp.stopped,FeedbackTxt.started,FeedbackTxt.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_5.started,text_5.stopped,text_6.started,text_6.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,TrialNumber.started,TrialNumber.stopped,PracticeSound.started,PracticeSound.stopped,PracticeCross.started,PracticeCross.stopped,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,Practice_resp.started,Practice_resp.stopped,PracticeMssg.started,PracticeMssg.stopped,FeedbackCross.started,FeedbackCross.stopped,Continue.started,Continue.stopped,Options.started,Options.stopped,FeedbackMssg.started,FeedbackMssg.stopped,StartTxt.started,StartTxt.stopped,StartTast.keys,StartTast.rt,StartTast.started,StartTast.stopped,ContinueStart.started,ContinueStart.stopped,no_3.started,no_3.stopped,TargetSound.started,TargetSound.stopped,Cross.started,Cross.stopped,ItemNumber.started,ItemNumber.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,1,Initial/NoRepeat/Sleighbells_B.wav,Old,,,,,,,,,0,117,117,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.986524900014,None,663.5030281199956,None,663.4990547000198,None,663.4990547000198,None,665.9202654000255,None,1,1,0.01768429996445775,665.9202654000255,None,,001,2021_Feb_14_1757,GuessTheSound,2020.2.10,59.9468631007035,
,2,Initial/NoRepeat/Goat_B.wav,New,,,,,,,,,0,118,118,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.9535418000305,None,667.5038927399902,None,667.4990802000393,None,667.4990802000393,None,669.6546391000156,None,2,1,0.7368290999438614,669.6546391000156,None,,001,2021_Feb_14_1757,GuessTheSound,2020.2.10,59.9468631007035,
,2,Initial/Doubled/Siren_A.wav,New,,,,,,,,,0,119,119,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.4208207000047,None,671.9710287399822,None,671.9705572000239,None,671.9705572000239,None,674.4711376000196,None,2,1,1.7965075999964029,674.4711376000196,None,,001,2021_Feb_14_1757,GuessTheSound,2020.2.10,59.9468631007035,
,2,Cough_D.wav,Similar,,,,,,,,,0,120,120,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.289054199995,None,677.821252719988,None,677.8265600000159,None,677.8265600000159,None,679.5879307000432,None,2,1,0.9050648999982513,679.5879307000432,None,,001,2021_Feb_14_1757,GuessTheSound,2020.2.10,59.9468631007035,
,1,Test/Foils/Typing.wav,Old,,,,,,,,,0,121,121,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.5207202000311,None,682.0374202199978,None,682.0323111999896,None,682.0323111999896,None,684.5379213000415,None,2,0,0.925190600042697,684.5379213000415,None,,001,2021_Feb_14_1757,GuessTheSound,2020.2.10,59.9468631007035,
,1,Initial/Repeat/Cup.wav,Old,,,,,,,,,0,122,122,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.4879562000278,None,686.9875524600327,None,686.9962406000122,None,686.9962406000122,None,688.3210783000104,None,1,1,1.230744100001175,688.3210783000104,None,,001,2021_Feb_14_1757,GuessTheSound,2020.2.10,59.9468631007035,
,1,Test/Foils/DialTone.wav,Old,,,,,,,,,0,123,123,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.5706528000301,None,691.0875217200023,None,691.0830627999967,None,691.0830627999967,None,693.5880565000116,None,1,1,0.2349324999959208,693.5880565000116,None,,001,2021_Feb_14_1757,GuessTheSound,2020.2.10,59.9468631007035,
,2,Initial/NoRepeat/Cow.wav,New,,,,,,,,,0,124,124,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.8539672000334,None,695.4038570400327,None,695.4031606999924,None,695.4031606999924,None,697.2379479000228,None,2,1,0.5466721999691799,697.2379479000228,None,,001,2021_Feb_14_1757,GuessTheSound,2020.2.10,59.9468631007035,
,2,Initial/Doubled/Chicken_A.wav,New,,,,,,,,,0,125,125,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.8041162000154,None,699.3207746200146,None,699.3270864000078,None,699.3270864000078,None,701.0041632000357,None,2,1,1.0260355000500567,701.0041632000357,None,,001,2021_Feb_14_1757,GuessTheSound,2020.2.10,59.9468631007035,
,2,Initial/NoRepeat/Fireworks.wav,New,,,,,,,,,0,126,126,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.0548911000369,None,703.5875859800202,None,703.5965862000012,None,703.5965862000012,None,706.1042393000098,None,2,1,0.6205305000185035,706.1042393000098,None,,001,2021_Feb_14_1757,GuessTheSound,2020.2.10,59.9468631007035,
