InstructionTxt.started,InstructionTxt.stopped,text.started,text.stopped,Music.started,Music.stopped,StartTxt.started,StartTxt.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.18812479999906,None,8.951958699995885,None,8.94839961999678,None,9.580821299998206,None,,,,,,,
