WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,VolumeContinueKey.keys,VolumeContinueKey.rt,ResponseBox.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,SoundFiles,Type,participant,session,date,expName,psychopyVersion,OS,frameRate,ExitKey.keys,ExitKey.rt
space,10.26723,space,3.00674,,0,0,0,33,1,Initial/NoRepeat/MusicBox_A.wav,NoRepeat,5f6cd5ce1758e90f12ae1123,001,2021-01-04_05h08.14.346,GuessTheSound,2020.2.10,Win32,60,,
,,,,dog,0,1,1,7,1,Initial/Doubled/Dog_A.wav,Doubled,5f6cd5ce1758e90f12ae1123,001,2021-01-04_05h08.14.346,GuessTheSound,2020.2.10,Win32,60,,
,,,,,0,2,2,94,1,Initial/Repeat/IceDrop.wav,Extra,5f6cd5ce1758e90f12ae1123,001,2021-01-04_05h08.14.346,GuessTheSound,2020.2.10,Win32,60,,
,,,,,0,3,3,75,1,Test/Foils/Robot.wav,New,5f6cd5ce1758e90f12ae1123,001,2021-01-04_05h08.14.346,GuessTheSound,2020.2.10,Win32,60,,
,,,,water in the mouth,0,4,4,10,1,Initial/Doubled/Gargle_A.wav,Doubled,5f6cd5ce1758e90f12ae1123,001,2021-01-04_05h08.14.346,GuessTheSound,2020.2.10,Win32,60,,
,,,,elephant,0,5,5,26,1,Initial/NoRepeat/Elephant_A.wav,NoRepeat,5f6cd5ce1758e90f12ae1123,001,2021-01-04_05h08.14.346,GuessTheSound,2020.2.10,Win32,60,,
,,,,water,0,6,6,27,1,Initial/NoRepeat/Faucet_A.wav,NoRepeat,5f6cd5ce1758e90f12ae1123,001,2021-01-04_05h08.14.346,GuessTheSound,2020.2.10,Win32,60,,
,,,,jacket,0,7,7,78,1,Test/Foils/Cards.wav,New,5f6cd5ce1758e90f12ae1123,001,2021-01-04_05h08.14.346,GuessTheSound,2020.2.10,Win32,60,,
,,,,ambulance,0,8,8,11,1,Initial/Doubled/Siren_A.wav,Doubled,5f6cd5ce1758e90f12ae1123,001,2021-01-04_05h08.14.346,GuessTheSound,2020.2.10,Win32,60,,
,,,,metal,0,9,9,51,1,Initial/Repeat/MetalBang.wav,Repeat,5f6cd5ce1758e90f12ae1123,001,2021-01-04_05h08.14.346,GuessTheSound,2020.2.10,Win32,60,,
,,,,hair dryer,0,10,10,13,1,Initial/Doubled/HairDryer_A.wav,Doubled,5f6cd5ce1758e90f12ae1123,001,2021-01-04_05h08.14.346,GuessTheSound,2020.2.10,Win32,60,,
,,,,frog,0,11,11,89,1,Initial/NoRepeat/Duck_A.wav,Extra,5f6cd5ce1758e90f12ae1123,001,2021-01-04_05h08.14.346,GuessTheSound,2020.2.10,Win32,60,,
,,,,drinking,0,12,12,97,1,Test/Foils/Slurp.wav,Extra,5f6cd5ce1758e90f12ae1123,001,2021-01-04_05h08.14.346,GuessTheSound,2020.2.10,Win32,60,,
