VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,SoundFile,SoundCorrect,Correct2,SoundType,Trial,StartTast.keys,StartTast.rt,key_resp.keys,key_resp.corr,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
space,1.071455,space,1.344965,3,1,0.333455,0,0,0,5,1,Headphone/t3_2.wav,3,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1,0.26753,0,1,1,2,1,Headphone/t2_1.wav,2,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1,0.16636,0,2,2,4,1,Headphone/t3_1.wav,3,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1,0.085625,0,3,3,0,1,Headphone/t1_1.wav,1,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1,0.300815,0,4,4,3,1,Headphone/t2_2.wav,2,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1,0.382935,0,5,5,1,1,Headphone/t1_2.wav,1,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,space,1.233935,space,1.715475,space,1.722025,2,1,1.16858,0,0,0,0,1,Practice/Seagull_A.wav,2,3,NEW,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,2,1,1.642545,0,1,1,1,1,Practice/Skid_B.wav,2,3,NEW,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,1,1,0.496825,0,2,2,2,1,Practice/Seagull_A.wav,1,1,OLD,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,2,1,0.45735,0,3,3,3,1,Practice/Gargle_A.wav,2,3,NEW,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,1,0,0.371765,0,4,4,4,1,Practice/Gargle_B.wav,2,2,SIMILAR,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/CarStart_E.wav,2,3,NEW,C,space,8.646005,2,1,2.447855,0,0,0,0,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Bird_E.wav,2,3,NEW,C,,,2,1,0.48411,0,1,1,1,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Bubbles_A.wav,2,3,NEW,C,,,2,1,0.600395,0,2,2,2,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Horse.wav,2,3,NEW,C,,,2,1,0.460245,0,3,3,3,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/IceDrop.wav,2,3,NEW,C,,,2,1,0.351065,0,4,4,4,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Sleighbells_B.wav,2,3,NEW,C,,,2,1,0.339765,0,5,5,5,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Growl_G.wav,2,3,NEW,C,,,2,1,0.32674,0,6,6,6,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Chicken_A.wav,2,3,NEW,C,,,2,1,0.30791,0,7,7,7,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Slurp.wav,2,3,NEW,C,,,2,1,0.37209,0,8,8,8,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/CarStart_A.wav,2,2,SIMILAR,C,,,1,0,0.550175,0,9,9,9,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Printer.wav,2,3,NEW,C,,,2,1,0.31699,0,10,10,10,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Bowlingpins.wav,2,3,NEW,C,,,2,1,0.3245,0,11,11,11,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Fireworks.wav,2,3,NEW,C,,,2,1,0.93973,0,12,12,12,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Howl.wav,2,3,NEW,C,,,2,1,0.422925,0,13,13,13,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Goat_B.wav,2,3,NEW,C,,,2,1,0.99424,0,14,14,14,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Horse.wav,1,1,OLD,C,,,1,1,0.518185,0,15,15,15,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Laugh_A.wav,2,3,NEW,C,,,2,1,0.425375,0,16,16,16,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Bubbles_B.wav,2,2,SIMILAR,C,,,1,0,0.41081,0,17,17,17,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Footsteps_C.wav,2,3,NEW,C,,,2,1,0.43567,0,18,18,18,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Duck_C.wav,2,3,NEW,C,,,2,1,0.39987,0,19,19,19,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Cow.wav,2,3,NEW,C,,,2,1,0.53994,0,20,20,20,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Airhorn.wav,2,3,NEW,C,,,2,1,0.357835,0,21,21,21,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Printer.wav,1,1,OLD,C,,,1,1,0.42727,0,22,22,22,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Sleighbells_B.wav,1,1,OLD,C,,,1,1,0.35561,0,23,23,23,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Camera.wav,2,3,NEW,C,,,2,1,0.33824,0,24,24,24,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Growl_H.wav,2,2,SIMILAR,C,,,1,0,0.434725,0,25,25,25,1,,
,,,,,,,,,,,,,,5f740f60b8a1e41acc020269,2021-03-19_20h38.39.092,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Whistle_B.wav,2,3,NEW,C,,,2,1,0.45188,0,26,26,26,1,,
