WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,VolumeContinueKey.keys,VolumeContinueKey.rt,ResponseBox.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,SoundFiles,Type,participant,session,date,expName,psychopyVersion,OS,frameRate,ExitKey.keys,ExitKey.rt
space,6.89999,space,3.70941,cricket,0,0,0,5,1,Initial/Doubled/Cricket_A.wav,Doubled,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,aeration,0,1,1,73,1,Test/Foils/Kettle.wav,New,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,locomotive,0,2,2,76,1,Test/Foils/Steam.wav,New,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,marker,0,3,3,99,1,Initial/Doubled/Writing_A.wav,Extra,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,,0,4,4,84,1,Initial/Doubled/Clock_A.wav,Extra,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,,0,5,5,35,1,Initial/NoRepeat/Saw_A.wav,NoRepeat,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,harmonica,0,6,6,70,1,Test/Foils/Harmonica.wav,New,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,vibration,0,7,7,66,1,Test/Foils/Buzz.wav,New,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,lock,0,8,8,78,1,Test/Foils/Cards.wav,New,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,some photocopying machine,0,9,9,54,1,Initial/Repeat/Printer.wav,Repeat,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,lion,0,10,10,12,1,Initial/Doubled/Growl_A.wav,Doubled,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,thunder,0,11,11,39,1,Initial/NoRepeat/Thunder_A.wav,NoRepeat,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,whistle,0,12,12,50,1,Initial/Repeat/ManWhistle.wav,Repeat,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,turkeys,0,13,13,19,1,Initial/Doubled/Turkey_A.wav,Doubled,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,,0,14,14,67,1,Test/Foils/Curtain.wav,New,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,crows,0,15,15,87,1,Initial/Repeat/Crow_B.wav,Extra,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,sneeze,0,16,16,56,1,Initial/Repeat/Sneeze_B.wav,Repeat,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,,0,17,17,41,1,Initial/Repeat/Bat.wav,Repeat,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,crying baby or something like that,0,18,18,20,1,Initial/NoRepeat/Baby_B.wav,NoRepeat,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,,0,19,19,92,1,Test/Foils/Gulp.wav,Extra,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,guitar,0,20,20,91,1,Initial/Doubled/Guitar_A.wav,Extra,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,paper,0,21,21,95,1,Test/Foils/PaperRip.wav,Extra,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,eagle,0,22,22,25,1,Initial/NoRepeat/Eagle_B.wav,NoRepeat,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,bird  ,0,23,23,62,1,Test/Foils/Bird.wav,New,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,water,0,24,24,27,1,Initial/NoRepeat/Faucet_A.wav,NoRepeat,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,starting car,0,25,25,81,1,Initial/Doubled/CarStart_A.wav,Extra,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,cow,0,26,26,22,1,Initial/NoRepeat/Cow.wav,NoRepeat,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,old alarm clock,0,27,27,6,1,Initial/Doubled/Cuckoo_A.wav,Doubled,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,helicopter,0,28,28,93,1,Initial/NoRepeat/Helicopter_A.wav,Extra,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,,0,29,29,94,1,Initial/Repeat/IceDrop.wav,Extra,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,frog,0,30,30,65,1,Test/Foils/Bullfrog.wav,New,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,mosquito,0,31,31,32,1,Initial/NoRepeat/Mosquito_B.wav,NoRepeat,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,flipping cup,0,32,32,47,1,Initial/Repeat/Cup.wav,Repeat,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,chainsaw,0,33,33,21,1,Initial/NoRepeat/Chainsaw_A.wav,NoRepeat,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,buubles,0,34,34,0,1,Initial/Doubled/Bubbles_A.wav,Doubled,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,cough,0,35,35,85,1,Initial/Doubled/Cough_A.wav,Extra,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,bells,0,36,36,17,1,Initial/Doubled/Windchime_A.wav,Doubled,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,morning hen,0,37,37,96,1,Initial/NoRepeat/Rooster_B.wav,Extra,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,applause,0,38,38,3,1,Initial/Doubled/Clap_A.wav,Doubled,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,,0,39,39,72,1,Test/Foils/Horse.wav,New,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,pennies,0,40,40,4,1,Initial/Doubled/Coin_A.wav,Doubled,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,water,0,41,41,18,1,Initial/Doubled/Surf_A.wav,Doubled,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,bagpie,0,42,42,42,1,Initial/Repeat/Bagpipe.wav,Repeat,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,,0,43,43,57,1,Initial/Repeat/Stir.wav,Repeat,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,scratching the carpet,0,44,44,64,1,Test/Foils/Brushing.wav,New,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,axe into wood,0,45,45,61,1,Test/Foils/Axe.wav,New,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,,0,46,46,75,1,Test/Foils/Robot.wav,New,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,,0,47,47,46,1,Initial/Repeat/Drum_B.wav,Repeat,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,screeching,0,48,48,86,1,Initial/Doubled/Creak.wav,Extra,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,police siren,0,49,49,11,1,Initial/Doubled/Siren_A.wav,Doubled,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,slurping,0,50,50,97,1,Test/Foils/Slurp.wav,Extra,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,,0,51,51,16,1,Initial/Doubled/Owl_A.wav,Doubled,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,donkey,0,52,52,68,1,Test/Foils/Donkey.wav,New,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,ping pong,0,53,53,53,1,Initial/Repeat/Pingpong.wav,Repeat,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,fireworks,0,54,54,28,1,Initial/NoRepeat/Fireworks.wav,NoRepeat,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,drum cymbal,0,55,55,45,1,Initial/Repeat/Cymbal_A.wav,Repeat,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,,0,56,56,33,1,Initial/NoRepeat/MusicBox_A.wav,NoRepeat,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,dog toy,0,57,57,34,1,Initial/NoRepeat/Puff_A.wav,NoRepeat,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,bowling,0,58,58,63,1,Test/Foils/Bowlingpins.wav,New,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,reffere whistle,0,59,59,59,1,Initial/Repeat/Whistle_A.wav,Repeat,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,,
,,,,,,,,,,,,5e66db7ade78964625f46543,001,2021-01-05_05h14.46.195,GuessTheSound,2020.2.10,Win32,60,space,33.816815
