WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,VolumeContinueKey.keys,VolumeContinueKey.rt,ResponseBox.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,SoundFiles,Type,participant,session,date,expName,psychopyVersion,OS,frameRate,ExitKey.keys,ExitKey.rt
space,7.561345,space,3.0418,DROPLET ,0,0,0,24,1,Initial/NoRepeat/Droplet_B.wav,NoRepeat,5d39dd63c49dae00016065c7,001,2021-01-01_15h58.35.419,GuessTheSound,2020.2.10,Win32,60,,
,,,,BIRD,0,1,1,87,1,Initial/Repeat/Crow_B.wav,Extra,5d39dd63c49dae00016065c7,001,2021-01-01_15h58.35.419,GuessTheSound,2020.2.10,Win32,60,,
,,,,TRAIN,0,2,2,98,1,Initial/Doubled/Train_A.wav,Extra,5d39dd63c49dae00016065c7,001,2021-01-01_15h58.35.419,GuessTheSound,2020.2.10,Win32,60,,
,,,,HELICOPTER ,0,3,3,93,1,Initial/NoRepeat/Helicopter_A.wav,Extra,5d39dd63c49dae00016065c7,001,2021-01-01_15h58.35.419,GuessTheSound,2020.2.10,Win32,60,,
,,,,POURING HOT LIQUID ,0,4,4,49,1,Initial/Repeat/Pour.wav,Repeat,5d39dd63c49dae00016065c7,001,2021-01-01_15h58.35.419,GuessTheSound,2020.2.10,Win32,60,,
,,,,PLANE,0,5,5,40,1,Initial/Repeat/Airplane_B.wav,Repeat,5d39dd63c49dae00016065c7,001,2021-01-01_15h58.35.419,GuessTheSound,2020.2.10,Win32,60,,
,,,,HEART BEAT,0,6,6,71,1,Test/Foils/Heartbeat.wav,New,5d39dd63c49dae00016065c7,001,2021-01-01_15h58.35.419,GuessTheSound,2020.2.10,Win32,60,,
,,,,AIR HORN,0,7,7,60,1,Test/Foils/Airhorn.wav,New,5d39dd63c49dae00016065c7,001,2021-01-01_15h58.35.419,GuessTheSound,2020.2.10,Win32,60,,
,,,,DOG HOWL,0,8,8,48,1,Initial/Repeat/Howl.wav,Repeat,5d39dd63c49dae00016065c7,001,2021-01-01_15h58.35.419,GuessTheSound,2020.2.10,Win32,60,,
,,,,TAP ,0,9,9,27,1,Initial/NoRepeat/Faucet_A.wav,NoRepeat,5d39dd63c49dae00016065c7,001,2021-01-01_15h58.35.419,GuessTheSound,2020.2.10,Win32,60,,
