VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,HeadphoneLoop.thisRepN,HeadphoneLoop.thisTrialN,HeadphoneLoop.thisN,HeadphoneLoop.thisIndex,HeadphoneLoop.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFile,Correct2,Type,Trial,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Droplet_B.wav,1,OLD,B,,,1,1,0.286,0,89,89,89,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Guitar_B.wav,1,OLD,B,,,1,1,0.302,0,90,90,90,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/PaperRip.wav,3,NEW,B,,,3,1,0.486,0,91,91,91,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Mosquito_B.wav,1,OLD,B,,,1,1,0.24,0,92,92,92,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Trumpet_B.wav,3,NEW,B,,,3,1,0.389,0,93,93,93,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,3,NEW,B,,,3,1,0.46,0,94,94,94,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Elephant_D.wav,2,SIMILAR,B,,,2,1,2.192,0,95,95,95,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Sneeze_B.wav,3,NEW,B,,,3,1,0.371,0,96,96,96,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Camera.wav,1,OLD,B,,,1,1,0.318,0,97,97,97,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cat_A.wav,3,NEW,B,,,3,1,0.224,0,98,98,98,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Steam.wav,1,OLD,B,,,1,1,0.242,0,99,99,99,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Writing_C.wav,2,SIMILAR,B,,,1,0,0.285,0,100,100,100,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,1,OLD,B,,,1,1,0.36,0,101,101,101,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Slurp.wav,3,NEW,B,,,3,1,0.304,0,102,102,102,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Baby_E.wav,2,SIMILAR,B,,,2,1,0.818,0,103,103,103,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/DialTone.wav,3,NEW,B,,,3,1,0.091,0,104,104,104,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Puff_A.wav,1,OLD,B,,,1,1,0.31,0,105,105,105,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,3,NEW,B,,,3,1,0.5,0,106,106,106,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Airhorn.wav,1,OLD,B,,,1,1,0.204,0,107,107,107,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Sleighbells_B.wav,3,NEW,B,,,3,1,0.334,0,108,108,108,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,1,OLD,B,,,1,1,0.318,0,109,109,109,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,3,NEW,B,,,3,1,0.419,0,110,110,110,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,3,NEW,B,,,3,1,0.336,0,111,111,111,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Bubbles_B.wav,2,SIMILAR,B,,,2,1,0.288,0,112,112,112,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Duck_A.wav,3,NEW,B,,,3,1,0.271,0,113,113,113,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Trumpet_B.wav,1,OLD,B,,,1,1,0.251,0,114,114,114,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/PaperRip.wav,1,OLD,B,,,1,1,0.287,0,115,115,115,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Sneeze_B.wav,1,OLD,B,,,2,0,0.353,0,116,116,116,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Pour.wav,3,NEW,B,,,3,1,0.304,0,117,117,117,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cat_A.wav,1,OLD,B,,,1,1,0.252,0,118,118,118,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Slurp.wav,1,OLD,B,,,1,1,0.325,0,119,119,119,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,1,OLD,B,,,1,1,0.953,0,120,120,120,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,1,OLD,B,,,1,1,0.468,0,121,121,121,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Duck_B.wav,2,SIMILAR,B,,,2,1,0.351,0,122,122,122,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/DialTone.wav,1,OLD,B,,,1,1,0.37,0,123,123,123,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,1,OLD,B,,,1,1,0.359,0,124,124,124,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Pour_C.wav,2,SIMILAR,B,,,2,1,0.352,0,125,125,125,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,1,OLD,B,,,1,1,0.302,0,126,126,126,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Sleighbells_B.wav,1,OLD,B,,,1,1,0.444,0,127,127,127,1,,
,,,,,,,,,,,,,,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,11.579
