VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFile5,Correct2,Type,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
space,5.39,space,6.898,1,1,2.533,0,0,0,1,1,Headphone/t1_2.wav,1,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1,0.276,0,1,1,2,1,Headphone/t2_1.wav,2,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1,0.255,0,2,2,0,1,Headphone/t1_1.wav,1,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1,0.242,0,3,3,3,1,Headphone/t2_2.wav,2,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1,0.218,0,4,4,5,1,Headphone/t3_2.wav,3,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1,0.285,0,5,5,4,1,Headphone/t3_1.wav,3,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,space,9.199,space,9.845,space,3.613,3,1,0.773,0,0,0,0,1,Practice/Seagull_A.wav,3,NEW,,,,,,,,,,,,
,,,,,,,,,,,,,2,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,3,1,0.307,0,1,1,1,1,Practice/Skid_B.wav,3,NEW,,,,,,,,,,,,
,,,,,,,,,,,,,1,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,1,1,1.152,0,2,2,2,1,Practice/Seagull_A.wav,1,OLD,,,,,,,,,,,,
,,,,,,,,,,,,,2,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,3,1,0.347,0,3,3,3,1,Practice/Gargle_A.wav,3,NEW,,,,,,,,,,,,
,,,,,,,,,,,,,2,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,2,1,0.601,0,4,4,4,1,Practice/Gargle_B.wav,2,SIMILAR,,,,,,,,,,,,
,,,,,,,,,,,,,2,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Elephant_A.wav,3,NEW,space,8.628,3,1,0.928,0,0,0,0,1,,
,,,,,,,,,,,,,2,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,3,NEW,,,3,1,0.251,0,1,1,1,1,,
,,,,,,,,,,,,,2,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Chime_B.wav,3,NEW,,,3,1,0.29,0,2,2,2,1,,
,,,,,,,,,,,,,2,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,3,NEW,,,3,1,0.287,0,3,3,3,1,,
,,,,,,,,,,,,,2,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,3,NEW,,,3,1,0.351,0,4,4,4,1,,
,,,,,,,,,,,,,2,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Pour.wav,3,NEW,,,3,1,0.289,0,5,5,5,1,,
,,,,,,,,,,,,,2,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Sleighbells_B.wav,3,NEW,,,3,1,1.468,0,6,6,6,1,,
,,,,,,,,,,,,,1,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,1,OLD,,,1,1,2.237,0,7,7,7,1,,
,,,,,,,,,,,,,2,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,3,NEW,,,3,1,0.708,0,8,8,8,1,,
,,,,,,,,,,,,,2,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Baby_B.wav,3,NEW,,,3,1,0.284,0,9,9,9,1,,
,,,,,,,,,,,,,2,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Mosquito_B.wav,3,NEW,,,3,1,0.769,0,10,10,10,1,,
,,,,,,,,,,,,,1,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,1,OLD,,,2,0,0.369,0,11,11,11,1,,
,,,,,,,,,,,,,2,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chime_A.wav,2,SIMILAR,,,2,1,1.321,0,12,12,12,1,,
,,,,,,,,,,,,,2,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/DialTone.wav,3,NEW,,,3,1,0.402,0,13,13,13,1,,
,,,,,,,,,,,,,2,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Elephant_B.wav,2,SIMILAR,,,2,1,0.286,0,14,14,14,1,,
,,,,,,,,,,,,,2,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,3,NEW,,,3,1,0.309,0,15,15,15,1,,
,,,,,,,,,,,,,2,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Faucet_A.wav,3,NEW,,,3,1,0.772,0,16,16,16,1,,
,,,,,,,,,,,,,1,5e4a932344498f4e361fee0d,001,2021-02-20_01h54.31.416,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,1,OLD,,,1,1,0.426,0,17,17,17,1,,
