VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,SoundFile,SoundCorrect,Correct2,SoundType,Trial,StartTast.keys,StartTast.rt,key_resp.keys,key_resp.corr,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Faucet_C.wav,2,2,SIMILAR,C,,,2,1,0.463455,0,88,88,88,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Puff_A.wav,1,1,OLD,C,,,1,1,0.492485,0,89,89,89,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Clap_B.wav,2,3,NEW,C,,,2,1,0.23638,0,90,90,90,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Cello.wav,1,1,OLD,C,,,1,1,0.348425,0,91,91,91,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Mosquito_B.wav,2,3,NEW,C,,,2,1,0.32766,0,92,92,92,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Writing_C.wav,2,2,SIMILAR,C,,,1,0,0.25871,0,93,93,93,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Guitar_B.wav,2,3,NEW,C,,,2,1,0.257885,0,94,94,94,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Toilet_B.wav,1,1,OLD,C,,,1,1,0.049705,0,95,95,95,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Bagpipe.wav,2,3,NEW,C,,,2,1,0.441675,0,96,96,96,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Cuckoo_A.wav,1,1,OLD,C,,,1,1,0.254825,0,97,97,97,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Wind_B.wav,1,1,OLD,C,,,1,1,0.188365,0,98,98,98,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Cough_G.wav,2,3,NEW,C,,,1,0,0.88465,0,99,99,99,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/ManWhistle.wav,2,3,NEW,C,,,2,1,0.25518,0,100,100,100,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Chomp_C.wav,2,2,SIMILAR,C,,,2,1,3.13968,0,101,101,101,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Siren_A.wav,2,2,SIMILAR,C,,,2,1,0.32279,0,102,102,102,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Thunder_A.wav,2,3,NEW,C,,,2,1,0.223515,0,103,103,103,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Cat_A.wav,1,1,OLD,C,,,1,1,0.06685,0,104,104,104,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Snore_D.wav,2,3,NEW,C,,,2,1,0.34156,0,105,105,105,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Cup.wav,1,1,OLD,C,,,1,1,0.310465,0,106,106,106,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Baby_F.wav,2,3,NEW,C,,,2,1,0.2574,0,107,107,107,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Droplet_B.wav,1,1,OLD,C,,,1,1,0.37962,0,108,108,108,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/DialTone.wav,2,3,NEW,C,,,2,1,0.32761,0,109,109,109,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Clap_C.wav,2,2,SIMILAR,C,,,1,0,0.56679,0,110,110,110,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Heartbeat.wav,2,3,NEW,C,,,2,1,0.299305,0,111,111,111,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Guitar_B.wav,1,1,OLD,C,,,1,1,0.2969,0,112,112,112,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Typing.wav,2,3,NEW,C,,,2,1,0.284,0,113,113,113,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Mosquito_B.wav,1,1,OLD,C,,,1,1,0.161505,0,114,114,114,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Airplane_B.wav,2,3,NEW,C,,,2,1,0.09103,0,115,115,115,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/ManWhistle.wav,1,1,OLD,C,,,1,1,0.69701,0,116,116,116,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Steam.wav,2,3,NEW,C,,,2,1,0.17627,0,117,117,117,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Baby_E.wav,2,2,SIMILAR,C,,,2,1,0.09176,0,118,118,118,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Bagpipe.wav,1,1,OLD,C,,,1,1,0.20551,0,119,119,119,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Cough_F.wav,2,2,SIMILAR,C,,,2,1,1.3965,0,120,120,120,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Airplane_B.wav,1,1,OLD,C,,,1,1,0.411505,0,121,121,121,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/DialTone.wav,1,1,OLD,C,,,1,1,0.17067,0,122,122,122,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Thunder_A.wav,1,1,OLD,C,,,1,1,0.34261,0,123,123,123,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Typing.wav,1,1,OLD,C,,,1,1,0.00056,0,124,124,124,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Snore_E.wav,2,2,SIMILAR,C,,,1,0,0.14133,0,125,125,125,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Heartbeat.wav,1,1,OLD,C,,,1,1,0.273815,0,126,126,126,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Steam.wav,1,1,OLD,C,,,1,1,0.29419,0,127,127,127,1,,
,,,,,,,,,,,,,,602bd3c3cfb313398f836c1a,001,2021-03-09_03h42.45.913,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,30.6436
