VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFile,Correct2,Type,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
space,6.76059,space,15.74566,3,1,11.9273,0,0,0,4,1,Headphone/t3_1.wav,3,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1,1.6005,0,1,1,2,1,Headphone/t2_1.wav,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1,1.46689,0,2,2,1,1,Headphone/t1_2.wav,1,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1,0.50307,0,3,3,0,1,Headphone/t1_1.wav,1,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1,0.46171,0,4,4,3,1,Headphone/t2_2.wav,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1,0.561525,0,5,5,5,1,Headphone/t3_2.wav,3,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,space,16.900855,space,19.09163,space,7.281435,3,1,6.815825,0,0,0,0,1,Practice/Seagull_A.wav,3,NEW,,,,,,,,,,,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,3,1,1.00059,0,1,1,1,1,Practice/Skid_B.wav,3,NEW,,,,,,,,,,,,
,,,,,,,,,,,,,1,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,1,1,0.639425,0,2,2,2,1,Practice/Seagull_A.wav,1,OLD,,,,,,,,,,,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,3,1,0.73681,0,3,3,3,1,Practice/Gargle_A.wav,3,NEW,,,,,,,,,,,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,2,1,0.76975,0,4,4,4,1,Practice/Gargle_B.wav,2,SIMILAR,,,,,,,,,,,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Elephant_C.wav,3,NEW,space,18.494905,3,1,4.49887,0,0,0,0,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,3,NEW,,,3,1,0.63721,0,1,1,1,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Chime_B.wav,3,NEW,,,3,1,0.5684,0,2,2,2,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,3,NEW,,,3,1,0.85821,0,3,3,3,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,3,NEW,,,3,1,0.585765,0,4,4,4,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Pour.wav,3,NEW,,,3,1,0.61719,0,5,5,5,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Sleighbells_B.wav,3,NEW,,,3,1,0.4324,0,6,6,6,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,3,NEW,,,3,1,0.36895,0,7,7,7,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Baby_F.wav,3,NEW,,,3,1,0.179365,0,8,8,8,1,,
,,,,,,,,,,,,,1,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,1,OLD,,,2,0,1.387515,0,9,9,9,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Mosquito_B.wav,3,NEW,,,3,1,0.63806,0,10,10,10,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/DialTone.wav,3,NEW,,,3,1,0.334,0,11,11,11,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Elephant_D.wav,2,SIMILAR,,,1,0,0.57835,0,12,12,12,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,3,NEW,,,3,1,0.42563,0,13,13,13,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Faucet_A.wav,3,NEW,,,3,1,1.671865,0,14,14,14,1,,
,,,,,,,,,,,,,1,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,1,OLD,,,3,0,0.397465,0,15,15,15,1,,
,,,,,,,,,,,,,1,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Sleighbells_B.wav,1,OLD,,,1,1,0.342465,0,16,16,16,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,3,NEW,,,3,1,0.336885,0,17,17,17,1,,
,,,,,,,,,,,,,1,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,1,OLD,,,1,1,0.243765,0,18,18,18,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Pour_C.wav,2,SIMILAR,,,2,1,0.617215,0,19,19,19,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chime_A.wav,2,SIMILAR,,,2,1,0.318215,0,20,20,20,1,,
,,,,,,,,,,,,,1,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,1,OLD,,,1,1,0.301805,0,21,21,21,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Writing_C.wav,2,SIMILAR,,,2,1,0.53764,0,22,22,22,1,,
,,,,,,,,,,,,,1,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Mosquito_B.wav,1,OLD,,,1,1,0.305935,0,23,23,23,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cough_A.wav,3,NEW,,,3,1,0.319215,0,24,24,24,1,,
,,,,,,,,,,,,,1,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/DialTone.wav,1,OLD,,,2,0,3.39781,0,25,25,25,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Puff_A.wav,3,NEW,,,3,1,0.462175,0,26,26,26,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Heartbeat.wav,3,NEW,,,3,1,0.443,0,27,27,27,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,3,NEW,,,3,1,0.286895,0,28,28,28,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Bird_D.wav,3,NEW,,,3,1,2.301695,0,29,29,29,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Baby_E.wav,2,SIMILAR,,,2,1,0.523915,0,30,30,30,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Faucet_B.wav,2,SIMILAR,,,2,1,0.29532,0,31,31,31,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Duck_A.wav,3,NEW,,,3,1,0.64323,0,32,32,32,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Laugh_A.wav,3,NEW,,,3,1,0.454165,0,33,33,33,1,,
,,,,,,,,,,,,,1,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,1,OLD,,,1,1,0.32695,0,34,34,34,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chicken_A.wav,3,NEW,,,3,1,0.271915,0,35,35,35,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Guitar_B.wav,3,NEW,,,3,1,0.288915,0,36,36,36,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cello.wav,3,NEW,,,3,1,0.21745,0,37,37,37,1,,
,,,,,,,,,,,,,1,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Heartbeat.wav,1,OLD,,,2,0,1.36686,0,38,38,38,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Airplane_B.wav,3,NEW,,,3,1,0.23927,0,39,39,39,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Cough_E.wav,2,SIMILAR,,,3,0,0.276185,0,40,40,40,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Trumpet_B.wav,3,NEW,,,3,1,0.521395,0,41,41,41,1,,
,,,,,,,,,,,,,1,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,1,OLD,,,1,1,0.45708,0,42,42,42,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Sneeze_B.wav,3,NEW,,,3,1,0.58442,0,43,43,43,1,,
,,,,,,,,,,,,,1,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Puff_A.wav,1,OLD,,,1,1,0.310245,0,44,44,44,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Chick_A.wav,2,SIMILAR,,,2,1,1.771125,0,45,45,45,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Snore_D.wav,3,NEW,,,3,1,0.326445,0,46,46,46,1,,
,,,,,,,,,,,,,1,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Guitar_B.wav,1,OLD,,,1,1,0.351025,0,47,47,47,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cat_A.wav,3,NEW,,,3,1,0.25111,0,48,48,48,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Whistle_A.wav,3,NEW,,,2,0,0.62069,0,49,49,49,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Duck_B.wav,2,SIMILAR,,,2,1,0.42606,0,50,50,50,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Laugh_D.wav,2,SIMILAR,,,1,0,0.27409,0,51,51,51,1,,
,,,,,,,,,,,,,1,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chicken_A.wav,1,OLD,,,1,1,0.268545,0,52,52,52,1,,
,,,,,,,,,,,,,1,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cello.wav,1,OLD,,,1,1,0.47203,0,53,53,53,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Slurp.wav,3,NEW,,,3,1,0.417465,0,54,54,54,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chomp_A.wav,3,NEW,,,3,1,1.29965,0,55,55,55,1,,
,,,,,,,,,,,,,1,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Airplane_B.wav,1,OLD,,,1,1,1.499965,0,56,56,56,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/ManWhistle.wav,3,NEW,,,3,1,0.3171,0,57,57,57,1,,
,,,,,,,,,,,,,1,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Trumpet_B.wav,1,OLD,,,1,1,0.296035,0,58,58,58,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cup.wav,3,NEW,,,3,1,0.4009,0,59,59,59,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Snore_C.wav,2,SIMILAR,,,2,1,0.19956,0,60,60,60,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Airhorn.wav,3,NEW,,,2,0,0.90886,0,61,61,61,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Whistle_C.wav,2,SIMILAR,,,3,0,0.35092,0,62,62,62,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Phone_D.wav,3,NEW,,,3,1,3.4037,0,63,63,63,1,,
,,,,,,,,,,,,,1,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Sneeze_B.wav,1,OLD,,,1,1,0.58342,0,64,64,64,1,,
,,,,,,,,,,,,,1,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cat_A.wav,1,OLD,,,1,1,0.288135,0,65,65,65,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Bagpipe.wav,3,NEW,,,3,1,1.22567,0,66,66,66,1,,
,,,,,,,,,,,,,1,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Slurp.wav,1,OLD,,,1,1,0.344085,0,67,67,67,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bowlingpins.wav,3,NEW,,,3,1,0.36854,0,68,68,68,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Cow.wav,3,NEW,,,3,1,0.80444,0,69,69,69,1,,
,,,,,,,,,,,,,2,602ecc522b8e88af492c0162,001,2021-02-22_17h39.51.409,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Siren_A.wav,3,NEW,,,3,1,0.324765,0,70,70,70,1,,
