VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFile5,Type,StartTast.keys,StartTast.rt,key_resp.keys,key_resp.corr,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Faucet_A.wav,NEW,,,2,1,1.317,0,73,73,73,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Bird_D.wav,SIMILAR,,,1,0,3.471,0,74,74,74,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,OLD,,,1,1,0.334,0,75,75,75,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Airplane_B.wav,OLD,,,1,1,0.423,0,76,76,76,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chime_A.wav,NEW,,,2,1,0.3,0,77,77,77,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Growl_B.wav,SIMILAR,,,2,1,1.533,0,78,78,78,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,OLD,,,1,1,0.622,0,79,79,79,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Bagpipe.wav,OLD,,,1,1,0.187,0,80,80,80,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Droplet_B.wav,OLD,,,1,1,0.366,0,81,81,81,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Dog_C.wav,SIMILAR,,,1,0,0.974,0,82,82,82,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Faucet_A.wav,OLD,,,2,0,1.733,0,83,83,83,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,OLD,,,1,1,0.4,0,84,84,84,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/HairDryer_A.wav,NEW,,,2,1,0.284,0,85,85,85,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,NEW,,,2,1,0.449,0,86,86,86,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Growl_D.wav,SIMILAR,,,1,0,0.421,0,87,87,87,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Bubbles_A.wav,NEW,,,2,1,1.293,0,88,88,88,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Chime_B.wav,SIMILAR,,,1,0,0.625,0,89,89,89,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Bagpipe.wav,OLD,,,1,1,0.534,0,90,90,90,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Baby_B.wav,NEW,,,2,1,0.368,0,91,91,91,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Faucet_A.wav,OLD,,,1,1,1.759,0,92,92,92,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/HairDryer_A.wav,OLD,,,1,1,1.183,0,93,93,93,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Phone_A.wav,NEW,,,2,1,0.401,0,94,94,94,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Donkey.wav,NEW,,,2,1,0.817,0,95,95,95,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Chime_C.wav,SIMILAR,,,2,1,1.253,0,96,96,96,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Sleighbells_B.wav,NEW,,,2,1,0.586,0,97,97,97,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,OLD,,,1,1,0.335,0,98,98,98,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Bubbles_A.wav,OLD,,,1,1,0.385,0,99,99,99,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,NEW,,,2,1,0.352,0,100,100,100,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Baby_A.wav,SIMILAR,,,2,1,0.6,0,101,101,101,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/DialTone.wav,NEW,,,2,1,0.426,0,102,102,102,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Donkey.wav,OLD,,,1,1,0.457,0,103,103,103,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Phone_D.wav,SIMILAR,,,2,1,0.333,0,104,104,104,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/HairDryer_A.wav,OLD,,,1,1,0.5,0,105,105,105,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Sleighbells_B.wav,OLD,,,1,1,1.75,0,106,106,106,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cough_A.wav,NEW,,,2,1,0.351,0,107,107,107,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,OLD,,,2,0,0.75,0,108,108,108,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Bubbles_A.wav,OLD,,,1,1,0.255,0,109,109,109,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cup.wav,NEW,,,2,1,0.549,0,110,110,110,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Baby_C.wav,SIMILAR,,,2,1,0.386,0,111,111,111,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,OLD,,,1,1,0.418,0,112,112,112,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/DialTone.wav,OLD,,,1,1,0.341,0,113,113,113,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Phone_C.wav,SIMILAR,,,2,1,0.201,0,114,114,114,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,NEW,,,2,1,0.45,0,115,115,115,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Donkey.wav,OLD,,,1,1,0.533,0,116,116,116,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Sleighbells_B.wav,OLD,,,1,1,0.451,0,117,117,117,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Goat_B.wav,NEW,,,2,1,4.588,0,118,118,118,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Siren_A.wav,NEW,,,2,1,0.258,0,119,119,119,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Cough_D.wav,SIMILAR,,,2,1,1.759,0,120,120,120,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,OLD,,,1,1,0.388,0,121,121,121,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cup.wav,OLD,,,1,1,0.684,0,122,122,122,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Cow.wav,NEW,,,2,1,0.934,0,123,123,123,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/DialTone.wav,OLD,,,1,1,0.104,0,124,124,124,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chicken_A.wav,NEW,,,2,1,0.651,0,125,125,125,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,OLD,,,1,1,0.439,0,126,126,126,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,NEW,,,2,1,0.192,0,127,127,127,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Guitar_B.wav,NEW,,,2,1,0.005,0,128,128,128,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Cough_C.wav,SIMILAR,,,2,1,0.638,0,129,129,129,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Goat_A.wav,SIMILAR,,,2,1,0.284,0,130,130,130,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cup.wav,OLD,,,1,1,0.59,0,131,131,131,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Siren_C.wav,SIMILAR,,,2,1,0.322,0,132,132,132,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Guitar_B.wav,OLD,,,1,1,0.401,0,133,133,133,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Cow.wav,OLD,,,1,1,0.388,0,134,134,134,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,OLD,,,1,1,0.366,0,135,135,135,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chicken_A.wav,OLD,,,1,1,1.102,0,136,136,136,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,OLD,,,1,1,0.256,0,137,137,137,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Goat_C.wav,SIMILAR,,,1,0,0.333,0,138,138,138,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Cow.wav,OLD,,,1,1,0.388,0,139,139,139,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Guitar_B.wav,OLD,,,1,1,0.003,0,140,140,140,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chicken_A.wav,OLD,,,1,1,0.424,0,141,141,141,1,,
,,,,,,,,,,,,,2,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Siren_B.wav,SIMILAR,,,2,1,0.384,0,142,142,142,1,,
,,,,,,,,,,,,,1,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,OLD,,,1,1,0.32,0,143,143,143,1,,
,,,,,,,,,,,,,,5e9b6a437f43c806f0a45d9f,001,2021-02-15_02h05.34.082,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,space,52.526
